original_filename,main_category,specific_food_name,query,pexels_id,source_url,downloaded_url,photographer,photographer_url,width,height,provider,local_file
chinese-food-spring-rolls-6646369.jpg,Chinese-Food,spring-rolls,Chinese spring rolls,6646369,https://www.pexels.com/photo/food-restaurant-dinner-lunch-6646369/,https://images.pexels.com/photos/6646369/pexels-photo-6646369.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,RDNE Stock project,https://www.pexels.com/@rdne,6579,4386,Pexels,assets/recipes/supplemental-downloads/raw/chinese-food-spring-rolls-6646369.jpg
chinese-food-spring-rolls-35407775.jpg,Chinese-Food,spring-rolls,Chinese spring rolls,35407775,https://www.pexels.com/photo/close-up-of-freshly-made-spring-rolls-on-a-tray-35407775/,https://images.pexels.com/photos/35407775/pexels-photo-35407775.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,SAIF SIDDIQUE,https://www.pexels.com/@saif-siddique-364776825,6048,4032,Pexels,assets/recipes/supplemental-downloads/raw/chinese-food-spring-rolls-35407775.jpg
chinese-food-bao-buns-8093612.jpg,Chinese-Food,bao-buns,bao buns Chinese food,8093612,https://www.pexels.com/photo/kitchen-table-with-baozi-steamer-baskets-8093612/,https://images.pexels.com/photos/8093612/pexels-photo-8093612.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,Mikhail Nilov,https://www.pexels.com/@mikhail-nilov,6000,4000,Pexels,assets/recipes/supplemental-downloads/raw/chinese-food-bao-buns-8093612.jpg
chinese-food-bao-buns-33428721.jpg,Chinese-Food,bao-buns,bao buns Chinese food,33428721,https://www.pexels.com/photo/gourmet-bao-buns-with-assorted-sauces-33428721/,https://images.pexels.com/photos/33428721/pexels-photo-33428721.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,Anil  Sharma,https://www.pexels.com/@shootsaga,6720,4480,Pexels,assets/recipes/supplemental-downloads/raw/chinese-food-bao-buns-33428721.jpg
chinese-food-bao-buns-30708197.jpg,Chinese-Food,bao-buns,bao buns Chinese food,30708197,https://www.pexels.com/photo/delicious-asian-bao-buns-with-crispy-pork-30708197/,https://images.pexels.com/photos/30708197/pexels-photo-30708197.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,Anil  Sharma,https://www.pexels.com/@shootsaga,6720,4480,Pexels,assets/recipes/supplemental-downloads/raw/chinese-food-bao-buns-30708197.jpg
chinese-food-bao-buns-7474169.jpg,Chinese-Food,bao-buns,bao buns Chinese food,7474169,https://www.pexels.com/photo/sandwich-in-bowl-with-different-food-on-table-7474169/,https://images.pexels.com/photos/7474169/pexels-photo-7474169.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,Valeria Boltneva,https://www.pexels.com/@valeriya,6720,4480,Pexels,assets/recipes/supplemental-downloads/raw/chinese-food-bao-buns-7474169.jpg
chinese-food-chow-mein-24738507.jpg,Chinese-Food,chow-mein,chow mein noodles,24738507,https://www.pexels.com/photo/close-up-of-chicken-noodles-dish-24738507/,https://images.pexels.com/photos/24738507/pexels-photo-24738507.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,Nadin Sh,https://www.pexels.com/@nadin-sh-78971847,8448,6336,Pexels,assets/recipes/supplemental-downloads/raw/chinese-food-chow-mein-24738507.jpg
chinese-food-chow-mein-12669951.jpg,Chinese-Food,chow-mein,chow mein noodles,12669951,https://www.pexels.com/photo/pasta-on-plate-12669951/,https://images.pexels.com/photos/12669951/pexels-photo-12669951.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,Charles Chen,https://www.pexels.com/@charles-chen-262056486,6112,4075,Pexels,assets/recipes/supplemental-downloads/raw/chinese-food-chow-mein-12669951.jpg
chinese-food-chow-mein-24243345.jpg,Chinese-Food,chow-mein,chow mein noodles,24243345,https://www.pexels.com/photo/two-plates-of-spaghetti-24243345/,https://images.pexels.com/photos/24243345/pexels-photo-24243345.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,zahara,https://www.pexels.com/@zahara-661971285,6000,4000,Pexels,assets/recipes/supplemental-downloads/raw/chinese-food-chow-mein-24243345.jpg
chinese-food-chow-mein-2347383.jpg,Chinese-Food,chow-mein,chow mein noodles,2347383,https://www.pexels.com/photo/stir-fry-noodles-in-bowl-2347383/,https://images.pexels.com/photos/2347383/pexels-photo-2347383.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,Engin Akyurt,https://www.pexels.com/@enginakyurt,7490,4996,Pexels,assets/recipes/supplemental-downloads/raw/chinese-food-chow-mein-2347383.jpg
western-food-seafood-pasta-24289217.jpg,Western-Food,seafood-pasta,seafood pasta,24289217,https://www.pexels.com/photo/soup-with-pasta-and-seafood-24289217/,https://images.pexels.com/photos/24289217/pexels-photo-24289217.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,Adriano Bragi,https://www.pexels.com/@adriano-bragi-1288014591,6123,4082,Pexels,assets/recipes/supplemental-downloads/raw/western-food-seafood-pasta-24289217.jpg
